MET_ID	1	10	11	100	101	110	111	Volume corrected	min_dist	max_dist	mean_dist	Nearest Vessel Thickness	Vessel Volume	Clone1	Clone2	Clone3	Clone4	Clone5	Clone6	Clone7	Volume	Box.X.Min	Box.X.Max	Box.Y.Min	Box.Y.Max	Box.Z.Min	Box.Z.Max	centroid_x	centroid_y	centroid_z
3302	1.0	0.0	0.0	0.0	0.0	0.0	0.0	44352.122499000005	37.05284746	72.84532357	55.92579525	17.157022	0.0	1	0	0	0	0	0	0	1136	1234	1248	1992	2005	31	51	1241.0	1998.5	41.0
3307	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11946.962574000001	134.9844385	161.9895917	148.2052438	31.76081	0.0	1	0	0	0	0	0	0	306	1211	1219	2061	2066	31	47	1215.0	2063.5	39.0
30356	0.0	0.0	0.0	1.0	0.0	0.0	0.0	11712.708405000001	111.8825227	134.6584669	123.8618104	11.63898	0.0	0	0	0	1	0	0	0	300	847	856	1967	1974	529	539	851.5	1970.5	534.0
30357	1.0	0.0	0.0	0.0	0.0	0.0	0.0	16632.045936000002	116.0439589	142.5864048	132.2151034	10.878945	156.2153	1	0	0	0	0	0	0	426	896	903	1179	1188	530	548	899.5	1183.5	539.0
30399	0.0	0.0	0.0	1.0	0.0	0.0	0.0	9526.336173	97.26910155	121.27807	108.707143	9.302945	0.0	0	0	0	1	0	0	0	244	782	790	1952	1959	530	538	786.0	1955.5	534.0
30450	0.0	0.0	0.0	1.0	0.0	0.0	0.0	10072.929231	23.86572304	51.7628526	37.40176374	15.930445	0.0	0	0	0	1	0	0	0	258	875	884	1871	1879	532	539	879.5	1875.0	535.5
30479	1.0	0.0	0.0	0.0	0.0	0.0	0.0	14562.800784	79.90951774	123.2700347	96.65786265	12.565283	0.0	1	0	0	0	0	0	0	373	952	967	1930	1954	533	538	959.5	1942.0	535.5
30502	1.0	0.0	0.0	0.0	0.0	0.0	0.0	13391.529948	150.5940923	182.9851205	163.6389164	11.367769	0.0	1	0	0	0	0	0	0	343	733	745	1580	1593	534	549	739.0	1586.5	541.5
30567	1.0	0.0	0.0	0.0	0.0	0.0	0.0	10970.903538	223.5708776	251.8838218	236.9411064	10.645341	0.0	1	0	0	0	0	0	0	281	669	679	1586	1592	536	550	674.0	1589.0	543.0
30586	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1049224.419	14.42461059	143.1279411	91.53982467	15.5314045	5467.5348	1	0	0	0	0	0	0	26874	944	997	1333	1363	537	594	970.5	1348.0	565.5
